exam_id,exam_name,exam_category,organization,country,state,year,subject,topic,subtopic,difficulty,cognitive_level,question_type,question,options,correct_answer,explanation,marks,negative_marks,time_limit_seconds,language,source,tags,created_at,updated_at,question_hash
DSSSB_2026_0000003,DSSSB,Teaching,DSSSB,India,Delhi,2026,English,Comprehension,Inference,Medium,Apply,Case study questions,"A bank report shows branch deposits (in crore): A=49, B=44, C=85. Which branch has the highest deposits?","['A', 'B', 'C']",C,"Maximum value is 85, so branch C is correct.",2,0.5,120,English,Mock.AI Production Generator,"['dsssb', 'english', 'medium', 'case-study-questions']",2026-05-01T05:44:55.645028+00:00,2026-05-01T05:44:55.645028+00:00,9a22e1895d16aeab17d882956330e98097f75d317a9d7b3c5d894fbbd6df023b
AFCAT_2026_0000003,AFCAT,Defense,Indian Air Force,India,,2026,Reasoning,Analytical Reasoning,Series,Medium,Apply,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['afcat', 'reasoning', 'medium', 'assertion-reason']",2026-05-01T05:44:55.645063+00:00,2026-05-01T05:44:55.645063+00:00,1e513d4eef922fbbc896a4d7ee52085c1cff07e6a723b746b2907a03e5e984b7
BITSAT_2026_0000002,BITSAT,Engineering,BITS Pilani,India,,2026,Computer Science,Computer Fundamentals,Memory,Hard,Analyze,Numerical problems,"If a train travels 8349 km in 100 hours, find the speed.",[],83.49 km/h,Speed = distance/time = 8349/100 = 83.49 km/h.,4,1,120,English,Mock.AI Production Generator,"['bitsat', 'computer-science', 'hard', 'numerical-problems']",2026-05-01T05:44:55.645102+00:00,2026-05-01T05:44:55.645102+00:00,dcfd079bb1d6c718ff59b8ac16c8e3e74b0525bf58a363151b29f6ead9320798
GATE_2026_0000003,GATE,Engineering,IISc/IITs,India,,2026,General Knowledge,Indian Geography,Rivers,Medium,Apply,True/False,"In a BST, inorder traversal returns sorted keys.","['True', 'False']",True,BST inorder traversal yields sorted order.,1,0,40,English,Mock.AI Production Generator,"['gate', 'general-knowledge', 'medium', 'true/false']",2026-05-01T05:44:55.645136+00:00,2026-05-01T05:44:55.645136+00:00,989ed73d3a9c503e0e608326695e9cc979aaff481f9c94c66a3d8d42b8989b91
SET_2026_0000003,SET,Teaching,State Agency,India,Various,2026,Data Structures,Graphs,BFS,Easy,Remember,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['set', 'data-structures', 'easy', 'diagram-based-questions']",2026-05-01T05:44:55.645170+00:00,2026-05-01T05:44:55.645170+00:00,fe377509ef29b5a7513fe10aee73285c779c337d8c283845f89e54c5f89b7a19
RRB_JE_2026_0000001,RRB JE,Railway,RRB,India,,2026,General Awareness,Banking Awareness,NPA,Hard,Create,True/False,Water boils at 100 C at sea level.,"['True', 'False']",True,Standard boiling point at 1 atm is 100 C.,1,0,40,English,Mock.AI Production Generator,"['rrb-je', 'general-awareness', 'hard', 'true/false']",2026-05-01T05:44:55.645204+00:00,2026-05-01T05:44:55.645204+00:00,66025809cb4ff74a6ba1fe16713036192b562abec596d859448040ee9e4e25a8
TET_2026_0000002,TET,Teaching,State Education Board,India,Various,2026,History,Modern India,National Movement,Hard,Evaluate,Case study questions,"A bank report shows branch deposits (in crore): A=78, B=38, C=49. Which branch has the highest deposits?","['A', 'B', 'C']",A,"Maximum value is 78, so branch A is correct.",3,0.5,120,English,Mock.AI Production Generator,"['tet', 'history', 'hard', 'case-study-questions']",2026-05-01T05:44:55.645241+00:00,2026-05-01T05:44:55.645241+00:00,984f1b8df10d2a1174c5f4483d14a6e0c63f0be79bedd3595f5facebf8e6358f
CTET_2026_0000006,CTET,Teaching,CBSE,India,,2026,Operating Systems,Processes,Scheduling,Easy,Understand,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['ctet', 'operating-systems', 'easy', 'assertion-reason']",2026-05-01T05:44:55.645276+00:00,2026-05-01T05:44:55.645276+00:00,5c2da1b368b861f8badf192b6d4e753be08c61e4f3ced6ca80a13ee229f08853
IBPS_CLERK_2026_0000005,IBPS Clerk,Banking,IBPS,India,,2026,Computer Networks,OSI Model,Layers,Easy,Apply,Fill in the blanks,SQL stands for Structured Query ____.,[],Language,SQL expands to Structured Query Language.,1,0,30,English,Mock.AI Production Generator,"['ibps-clerk', 'computer-networks', 'easy', 'fill-in-the-blanks']",2026-05-01T05:44:55.645311+00:00,2026-05-01T05:44:55.645311+00:00,fe1c98754e9a8b35c8109e4597aa2bdf5f719ef7b001eece9973b1bd82ad1069
UPSC_CIVIL_SERVICES_2026_0000002,UPSC Civil Services,Government,UPSC,India,,2026,Science,General Biology,Nutrition,Medium,Understand,Case study questions,"A bank report shows branch deposits (in crore): A=37, B=83, C=38. Which branch has the highest deposits?","['A', 'B', 'C']",B,"Maximum value is 83, so branch B is correct.",2,0.5,120,English,Mock.AI Production Generator,"['upsc-civil-services', 'science', 'medium', 'case-study-questions']",2026-05-01T05:44:55.645348+00:00,2026-05-01T05:44:55.645348+00:00,093c34292b24f8d2c8ce9a4aa4d25c0db4c12e9f13d70ed5abc45f9270a424f3
DSSSB_2026_0000004,DSSSB,Teaching,DSSSB,India,Delhi,2026,Current Affairs,Science and Technology,Space Missions,Easy,Apply,Case study questions,"A bank report shows branch deposits (in crore): A=77, B=60, C=37. Which branch has the highest deposits?","['A', 'B', 'C']",A,"Maximum value is 77, so branch A is correct.",3,0.5,120,English,Mock.AI Production Generator,"['dsssb', 'current-affairs', 'easy', 'case-study-questions']",2026-05-01T05:44:55.645385+00:00,2026-05-01T05:44:55.645385+00:00,a3d267e3f12b1c604ab19868c9e12c50d0ebdcdcd941aa3856e29ca65bff5652
CMA_2026_0000003,CMA,Entrance,ICMAI,India,,2026,English,Grammar,Tenses,Easy,Understand,Programming questions,Write a Python expression to check if number 20 is even.,[],20 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['cma', 'english', 'easy', 'programming-questions']",2026-05-01T05:44:55.645419+00:00,2026-05-01T05:44:55.645419+00:00,c834ed2a54e7d577f24046f7a30ee18719304aa06b9c5ec7e4a070efae1fa24d
TS_EAMCET_2026_0000002,TS EAMCET,Engineering,TSCHE,India,Telangana,2026,Economics,Public Finance,Fiscal Deficit,Hard,Evaluate,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['ts-eamcet', 'economics', 'hard', 'match-the-following']",2026-05-01T05:44:55.645452+00:00,2026-05-01T05:44:55.645452+00:00,2205886762d235431d6e2a1460af841a7f7551d045802784c5113e055bd21fe0
UPSC_NDA_2026_0000005,UPSC NDA,Defense,UPSC,India,,2026,English,Comprehension,Inference,Medium,Understand,Fill in the blanks,The capital of India is ____.,[],New Delhi,New Delhi is the national capital.,1,0,30,English,Mock.AI Production Generator,"['upsc-nda', 'english', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.645487+00:00,2026-05-01T05:44:55.645487+00:00,1806dc8a956a07d07b4d2bef5107be9d2a6b8cdf5898d45c78dd6dd09e5b6d28
CS_2026_0000003,CS,Entrance,ICSI,India,,2026,Computer Networks,OSI Model,Layers,Medium,Understand,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['cs', 'computer-networks', 'medium', 'diagram-based-questions']",2026-05-01T05:44:55.645520+00:00,2026-05-01T05:44:55.645520+00:00,db1bfc028d642b527b9dd38caa7de633d7a9413e9273ebd80a813f9d09ce3305
GIC_2026_0000002,GIC,Insurance,GIC,India,,2026,Computer Networks,OSI Model,Layers,Medium,Understand,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['gic', 'computer-networks', 'medium', 'match-the-following']",2026-05-01T05:44:55.645566+00:00,2026-05-01T05:44:55.645566+00:00,16fe98be6d5ed2fc5e9339d8b5d979ca83726e48397c34e5b3363d018763f645
UPPSC_2026_0000003,UPPSC,State Government,UPPSC,India,Uttar Pradesh,2026,Science,General Chemistry,Acids-Bases,Medium,Analyze,Case study questions,"एक बैंक रिपोर्ट में शाखा जमा (करोड़ में) A=89, B=38, C=55 हैं। सबसे अधिक जमा किस शाखा में है?","['A', 'B', 'C']",A,"अधिकतम मान 89 है, इसलिए शाखा A सही है।",2,0.5,120,Hindi,Mock.AI Production Generator,"['uppsc', 'science', 'medium', 'case-study-questions']",2026-05-01T05:44:55.645603+00:00,2026-05-01T05:44:55.645603+00:00,5a4da10aac35b20ecddd2f41a3e5358a29e8300ec12e0e42835211576ee816ea
CLAT_2026_0000005,CLAT,Entrance,Consortium of NLUs,India,,2026,Geography,Human Geography,Population,Medium,Understand,Fill in the blanks,The capital of India is ____.,[],New Delhi,New Delhi is the national capital.,1,0,30,English,Mock.AI Production Generator,"['clat', 'geography', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.645638+00:00,2026-05-01T05:44:55.645638+00:00,3373dd22c342f84f54c4994016a5b34f5e3ea91cbb7547be1ad0d3d2069a9234
NIFT_2026_0000003,NIFT,Entrance,NIFT,India,,2026,Quantitative Aptitude,Time and Work,Efficiency,Easy,Apply,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['nift', 'quantitative-aptitude', 'easy', 'match-the-following']",2026-05-01T05:44:55.645671+00:00,2026-05-01T05:44:55.645671+00:00,b0fc5c29058c72b6109c91999d0fcd154f77cccd125f5a365363ce77fbdfe491
AP_EAMCET_2026_0000004,AP EAMCET,Engineering,APSCHE,India,Andhra Pradesh,2026,Physics,Optics,Reflection,Easy,Apply,MCQ,19 + 18 का मान क्या है?,"['38', '43', '37', '36']",37,योग = 19 + 18 = 37।,1,0.25,30,Hindi,Mock.AI Production Generator,"['ap-eamcet', 'physics', 'easy', 'mcq']",2026-05-01T05:44:55.645711+00:00,2026-05-01T05:44:55.645711+00:00,f3f24113e75ef5e2ed7ddd2714f98403ec5feb922f41d30b35cc1e5c8410bf9e
AIIMS_2026_0000003,AIIMS,Medical,AIIMS,India,,2026,DBMS,Normalization,3NF,Medium,Apply,Assertion-Reason,कथन (A): रेपो रेट ऋण दरों को प्रभावित करती है। कारण (R): रेपो रेट वह दर है जिस पर RBI वाणिज्यिक बैंकों को उधार देता है।,"['A और R दोनों सही हैं और R, A की सही व्याख्या है', 'A और R दोनों सही हैं पर R, A की सही व्याख्या नहीं है', 'A सही है पर R गलत है', 'A गलत है पर R सही है']","A और R दोनों सही हैं और R, A की सही व्याख्या है",Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,Hindi,Mock.AI Production Generator,"['aiims', 'dbms', 'medium', 'assertion-reason']",2026-05-01T05:44:55.645748+00:00,2026-05-01T05:44:55.645748+00:00,eea1bd427cf8790974e3a968b77e777738ac177cbafbf7020907999cfc43b23d
MPSC_2026_0000003,MPSC,State Government,MPSC,India,Maharashtra,2026,Polity,Local Government,Panchayati Raj,Medium,Apply,Numerical problems,"यदि एक ट्रेन 729 किमी दूरी 10 घंटे में तय करती है, तो उसकी गति क्या होगी?",[],72.9 km/h,गति = दूरी/समय = 729/10 = 72.9 किमी/घंटा।,2,0.5,75,Hindi,Mock.AI Production Generator,"['mpsc', 'polity', 'medium', 'numerical-problems']",2026-05-01T05:44:55.645788+00:00,2026-05-01T05:44:55.645788+00:00,aaa8e46848bf220aefb08b981a0d7e98d33764ba02b7b1ab8989956ae965d221
PUBLIC_PROSECUTOR_2026_0000003,Public Prosecutor,Judicial,State PSC,India,Various,2026,DBMS,Transactions,ACID,Easy,Remember,MCQ,10 + 2 का मान क्या है?,"['12', '9', '13', '20']",12,योग = 10 + 2 = 12।,1,0.25,30,Hindi,Mock.AI Production Generator,"['public-prosecutor', 'dbms', 'easy', 'mcq']",2026-05-01T05:44:55.645828+00:00,2026-05-01T05:44:55.645828+00:00,a56aa3940606bbaa54e076050d917ab6b4dff4a05a94ceadb43af2f2154e01d3
NABARD_GRADE_A_2026_0000001,NABARD Grade A,Banking,NABARD,India,,2026,Environment,Ecology,Food Chain,Medium,Apply,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['nabard-grade-a', 'environment', 'medium', 'assertion-reason']",2026-05-01T05:44:55.645863+00:00,2026-05-01T05:44:55.645863+00:00,167f581acb24ce7e8599bb3682f77e9998ee141bc290edad3a74afba24941638
JEE_MAIN_2026_0000003,JEE Main,Engineering,NTA,India,,2026,Environment,Climate Change,Mitigation,Medium,Analyze,Fill in the blanks,The capital of India is ____.,[],New Delhi,New Delhi is the national capital.,1,0,30,English,Mock.AI Production Generator,"['jee-main', 'environment', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.645897+00:00,2026-05-01T05:44:55.645897+00:00,f79c176f66825c9e9bf73076a78bb48f7377de76963f4e3d51db20f7dfda27d1
SBI_CLERK_2026_0000001,SBI Clerk,Banking,SBI,India,,2026,Chemistry,Physical Chemistry,Mole Concept,Easy,Remember,Numerical problems,"If a train travels 40 km in 1 hours, find the speed.",[],40.0 km/h,Speed = distance/time = 40/1 = 40.0 km/h.,1,0,45,English,Mock.AI Production Generator,"['sbi-clerk', 'chemistry', 'easy', 'numerical-problems']",2026-05-01T05:44:55.645934+00:00,2026-05-01T05:44:55.645934+00:00,415ee53a9ffd56048cdfcb66c2ca9aeb6430d4d616630eddf2e3ffd0af00e3d2
JEE_ADVANCED_2026_0000003,JEE Advanced,Engineering,IIT,India,,2026,ML,Model Validation,Cross Validation,Easy,Remember,Assertion-Reason,कथन (A): रेपो रेट ऋण दरों को प्रभावित करती है। कारण (R): रेपो रेट वह दर है जिस पर RBI वाणिज्यिक बैंकों को उधार देता है।,"['A और R दोनों सही हैं और R, A की सही व्याख्या है', 'A और R दोनों सही हैं पर R, A की सही व्याख्या नहीं है', 'A सही है पर R गलत है', 'A गलत है पर R सही है']","A और R दोनों सही हैं और R, A की सही व्याख्या है",Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,Hindi,Mock.AI Production Generator,"['jee-advanced', 'ml', 'easy', 'assertion-reason']",2026-05-01T05:44:55.645968+00:00,2026-05-01T05:44:55.645968+00:00,2e245adcbda84487d1dabd83190e636eb3325f3f8641649e5d95bb1aafa29bf0
GIC_2026_0000003,GIC,Insurance,GIC,India,,2026,Physics,Mechanics,Newton Laws,Easy,Apply,MCQ,What is the value of 3 + 10?,"['15', '12', '18', '13']",13,Sum = 3 + 10 = 13.,1,0.25,30,English,Mock.AI Production Generator,"['gic', 'physics', 'easy', 'mcq']",2026-05-01T05:44:55.646015+00:00,2026-05-01T05:44:55.646015+00:00,525c7a6f97f42d89282163f3f9b0d14638b775b525c4369e8ae5107d3c17d764
WBJEE_2026_0000003,WBJEE,Engineering,WBJEEB,India,West Bengal,2026,ML,Supervised Learning,Regression,Medium,Apply,True/False,"In a BST, inorder traversal returns sorted keys.","['True', 'False']",True,BST inorder traversal yields sorted order.,1,0,40,English,Mock.AI Production Generator,"['wbjee', 'ml', 'medium', 'true/false']",2026-05-01T05:44:55.646049+00:00,2026-05-01T05:44:55.646049+00:00,08e9ad80e3362020cc3d83c0be8cb04b161eb7ddbffa5a0753b965802eb55094
TS_EAMCET_2026_0000003,TS EAMCET,Engineering,TSCHE,India,Telangana,2026,Computer Science,Computer Fundamentals,Memory,Hard,Create,Numerical problems,"यदि एक ट्रेन 9861 किमी दूरी 100 घंटे में तय करती है, तो उसकी गति क्या होगी?",[],98.61 km/h,गति = दूरी/समय = 9861/100 = 98.61 किमी/घंटा।,4,1,120,Hindi,Mock.AI Production Generator,"['ts-eamcet', 'computer-science', 'hard', 'numerical-problems']",2026-05-01T05:44:55.646088+00:00,2026-05-01T05:44:55.646088+00:00,4578d96b392fc544a619cfba065795c14c89f88a1e3369fc09fba098186afe0b
NEET_UG_2026_0000001,NEET UG,Medical,NTA,India,,2026,Statistics,Dispersion,Variance,Easy,Apply,Programming questions,Write a Python expression to check if number 16 is even.,[],16 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['neet-ug', 'statistics', 'easy', 'programming-questions']",2026-05-01T05:44:55.646122+00:00,2026-05-01T05:44:55.646122+00:00,81e13f5f9bb0959be51713187ba6fee9aec16da2b12329aa95fbc3af6fa80efa
UPSC_IES_2026_0000003,UPSC IES,Government,UPSC,India,,2026,Polity,Parliament,Lok Sabha,Hard,Analyze,Fill in the blanks,The capital of India is ____.,[],New Delhi,New Delhi is the national capital.,1,0,30,English,Mock.AI Production Generator,"['upsc-ies', 'polity', 'hard', 'fill-in-the-blanks']",2026-05-01T05:44:55.646155+00:00,2026-05-01T05:44:55.646155+00:00,c34a5cfbf5aeac2ec4a3947159bb7af1aaf7a94271fac115a9c43c9ee722ad37
INDIAN_ARMY_2026_0000004,Indian Army,Defense,Indian Army,India,,2026,General Awareness,Current Affairs,National,Easy,Remember,Fill in the blanks,भारत की राजधानी ____ है।,[],नई दिल्ली,नई दिल्ली भारत की राजधानी है।,1,0,30,Hindi,Mock.AI Production Generator,"['indian-army', 'general-awareness', 'easy', 'fill-in-the-blanks']",2026-05-01T05:44:55.646189+00:00,2026-05-01T05:44:55.646189+00:00,e897234d7c84a55912c4b6d4732f1a8116a5ba3c4466975977ad627c77046f44
INDIAN_AIR_FORCE_2026_0000002,Indian Air Force,Defense,Indian Air Force,India,,2026,Algorithms,Greedy,Optimization,Easy,Remember,Numerical problems,"If a train travels 78 km in 1 hours, find the speed.",[],78.0 km/h,Speed = distance/time = 78/1 = 78.0 km/h.,1,0,45,English,Mock.AI Production Generator,"['indian-air-force', 'algorithms', 'easy', 'numerical-problems']",2026-05-01T05:44:55.646226+00:00,2026-05-01T05:44:55.646226+00:00,dc2a0489ed20b971254e056095cc66865909d9fa29c17d8d7cc4f90e507d74f4
GATE_2026_0000004,GATE,Engineering,IISc/IITs,India,,2026,Operating Systems,Processes,Scheduling,Hard,Analyze,True/False,Water boils at 100 C at sea level.,"['True', 'False']",True,Standard boiling point at 1 atm is 100 C.,1,0,40,English,Mock.AI Production Generator,"['gate', 'operating-systems', 'hard', 'true/false']",2026-05-01T05:44:55.646259+00:00,2026-05-01T05:44:55.646259+00:00,efb906918bf0f1e7857c7a28ff592a420c6bc07456dd800a85b72d37ce8e2c77
MPSC_2026_0000004,MPSC,State Government,MPSC,India,Maharashtra,2026,Quantitative Aptitude,Ratio,Proportion,Hard,Analyze,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,4,1,90,English,Mock.AI Production Generator,"['mpsc', 'quantitative-aptitude', 'hard', 'assertion-reason']",2026-05-01T05:44:55.646292+00:00,2026-05-01T05:44:55.646292+00:00,a6fa3cb4fd2ecc5c2da257666dd9284442f2718f1c33d4814218438435cea609
IDBI_EXECUTIVE_2026_0000004,IDBI Executive,Banking,IDBI,India,,2026,Reasoning,Analytical Reasoning,Series,Easy,Apply,Case study questions,"एक बैंक रिपोर्ट में शाखा जमा (करोड़ में) A=64, B=82, C=74 हैं। सबसे अधिक जमा किस शाखा में है?","['A', 'B', 'C']",B,"अधिकतम मान 82 है, इसलिए शाखा B सही है।",3,0.5,120,Hindi,Mock.AI Production Generator,"['idbi-executive', 'reasoning', 'easy', 'case-study-questions']",2026-05-01T05:44:55.646331+00:00,2026-05-01T05:44:55.646331+00:00,2cb2631995af5b6628bcd97fd3128791a0b54c37fcd7a8291abf900a54409f9a
SBI_PO_2026_0000002,SBI PO,Banking,SBI,India,,2026,Polity,Parliament,Lok Sabha,Easy,Remember,True/False,"In a BST, inorder traversal returns sorted keys.","['True', 'False']",True,BST inorder traversal yields sorted order.,1,0,25,English,Mock.AI Production Generator,"['sbi-po', 'polity', 'easy', 'true/false']",2026-05-01T05:44:55.646368+00:00,2026-05-01T05:44:55.646368+00:00,73d06c61ea10975f84293392ab88ee97cb37e0b5709ceb044027aa2fe6b08641
NIFT_2026_0000004,NIFT,Entrance,NIFT,India,,2026,Reasoning,Puzzles,Arrangement,Medium,Understand,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['nift', 'reasoning', 'medium', 'match-the-following']",2026-05-01T05:44:55.646401+00:00,2026-05-01T05:44:55.646401+00:00,d0a061c450d97ad71080381653f24733533199cfd8b7658cda7d79ab639e4f3b
RRB_JE_2026_0000002,RRB JE,Railway,RRB,India,,2026,Polity,Parliament,Lok Sabha,Medium,Apply,Fill in the blanks,RBI is the ____ bank of India.,[],central,RBI is India's central bank.,1,0,30,English,Mock.AI Production Generator,"['rrb-je', 'polity', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.646435+00:00,2026-05-01T05:44:55.646435+00:00,9d65cf3152c852acb605fb708281868f9e5981c9babfc682b12f7ec290a214de
UPSC_NDA_2026_0000006,UPSC NDA,Defense,UPSC,India,,2026,ML,Supervised Learning,Regression,Hard,Evaluate,Fill in the blanks,The capital of India is ____.,[],New Delhi,New Delhi is the national capital.,1,0,30,English,Mock.AI Production Generator,"['upsc-nda', 'ml', 'hard', 'fill-in-the-blanks']",2026-05-01T05:44:55.646468+00:00,2026-05-01T05:44:55.646468+00:00,f655baebdf502f66924932830d9a8ea71606b6ee2e63c1c64e7d8fc113708692
CA_2026_0000002,CA,Entrance,ICAI,India,,2026,Current Affairs,Science and Technology,Space Missions,Easy,Remember,MCQ,What is the value of 18 + 2?,"['20', '17', '21', '27']",20,Sum = 18 + 2 = 20.,1,0.25,30,English,Mock.AI Production Generator,"['ca', 'current-affairs', 'easy', 'mcq']",2026-05-01T05:44:55.646510+00:00,2026-05-01T05:44:55.646510+00:00,946693dc9d51b2d956db14ec10de8658f019b780c51ae59b26240f259cfab2f4
NABARD_GRADE_A_2026_0000002,NABARD Grade A,Banking,NABARD,India,,2026,Polity,Parliament,Lok Sabha,Easy,Apply,Programming questions,संख्या 41 के सम होने की जांच के लिए Python अभिव्यक्ति लिखिए।,[],41 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,Hindi,Mock.AI Production Generator,"['nabard-grade-a', 'polity', 'easy', 'programming-questions']",2026-05-01T05:44:55.646545+00:00,2026-05-01T05:44:55.646545+00:00,eddca8df2e3ff9970ea3648e173f9eefb1960ca9e047b3f6610d35edd2b5a437
BPSC_2026_0000004,BPSC,State Government,BPSC,India,Bihar,2026,Chemistry,Organic Chemistry,Hydrocarbons,Easy,Apply,Programming questions,Write a Python expression to check if number 28 is even.,[],28 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['bpsc', 'chemistry', 'easy', 'programming-questions']",2026-05-01T05:44:55.646579+00:00,2026-05-01T05:44:55.646579+00:00,74b8cd132889eab8cc79d0bacd71a846252aabc9abcd3c94c040db8ac865ae0f
BITSAT_2026_0000003,BITSAT,Engineering,BITS Pilani,India,,2026,ML,Classification,Metrics,Medium,Apply,Assertion-Reason,कथन (A): रेपो रेट ऋण दरों को प्रभावित करती है। कारण (R): रेपो रेट वह दर है जिस पर RBI वाणिज्यिक बैंकों को उधार देता है।,"['A और R दोनों सही हैं और R, A की सही व्याख्या है', 'A और R दोनों सही हैं पर R, A की सही व्याख्या नहीं है', 'A सही है पर R गलत है', 'A गलत है पर R सही है']","A और R दोनों सही हैं और R, A की सही व्याख्या है",Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,Hindi,Mock.AI Production Generator,"['bitsat', 'ml', 'medium', 'assertion-reason']",2026-05-01T05:44:55.646616+00:00,2026-05-01T05:44:55.646616+00:00,f4dc1a95ac4cb08d09d7f82e19f3ee2ac969c5de9c6b83fbf24078129216813c
AIIMS_2026_0000004,AIIMS,Medical,AIIMS,India,,2026,Operating Systems,Synchronization,Deadlock,Hard,Analyze,True/False,CPU stands for Central Process Unit.,"['True', 'False']",False,Correct expansion is Central Processing Unit.,1,0,40,English,Mock.AI Production Generator,"['aiims', 'operating-systems', 'hard', 'true/false']",2026-05-01T05:44:55.646651+00:00,2026-05-01T05:44:55.646651+00:00,7f09bf6eb16a942cbdc91f0c6ad3923f95db367343b89292831e57dd24bfc4aa
UPPSC_2026_0000004,UPPSC,State Government,UPPSC,India,Uttar Pradesh,2026,Mathematics,Calculus,Derivatives,Easy,Apply,Fill in the blanks,The capital of India is ____.,[],New Delhi,New Delhi is the national capital.,1,0,30,English,Mock.AI Production Generator,"['uppsc', 'mathematics', 'easy', 'fill-in-the-blanks']",2026-05-01T05:44:55.646686+00:00,2026-05-01T05:44:55.646686+00:00,897d206824b6bd95369f0c82c7a60999f817eb5cfdf2a195e45faf6908f17967
STATE_POLICE_SI_2026_0000004,State Police SI,Police,State Police Recruitment Board,India,Various,2026,General Knowledge,Indian History,Freedom Movement,Medium,Understand,MCQ,What is the value of 185 + 136?,"['328', '322', '321', '319']",321,Sum = 185 + 136 = 321.,2,0.25,50,English,Mock.AI Production Generator,"['state-police-si', 'general-knowledge', 'medium', 'mcq']",2026-05-01T05:44:55.646726+00:00,2026-05-01T05:44:55.646726+00:00,362adb66495f142655c5c5b4c7235d18fc095af0ea40f222fc9f454bebd8a417
JIPMER_2026_0000003,JIPMER,Medical,JIPMER,India,Puducherry,2026,Science,General Chemistry,Acids-Bases,Medium,Apply,Programming questions,Write a Python expression to check if number 28 is even.,[],28 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['jipmer', 'science', 'medium', 'programming-questions']",2026-05-01T05:44:55.646761+00:00,2026-05-01T05:44:55.646761+00:00,1493f8aa4134018ef874f88c82da7763a8ab93f256bcdb0ebd350b6e4e71a9ec
